word	corrected_gold	system_suggestions	in_1	in_3	in_above_3
شوقەکانەوەو	شوقەکانەوە و	نەخشەکێشانەوە	0	0	0
شێعرەیدا	شیعرەیدا	شمشێرەیدا	0	0	0
شێوەیەیک	شێوەیەک	شێوەیەکی,شێوەیەک,شێوەردک	0	1	1
عەبدۆڵڵا	عەبدوڵڵا	عەبدوڵڵا,عەبداڵا	1	1	1
فاسۆلیاو	فاسۆلیا و	فاسۆلیا,فاسۆلیاوە,فاسۆلیاوو,فاسۆلیات,فاسۆلیان,فاسۆلیام,فاسۆلیاک,فاسۆلیاگ,فاسۆلیای,فاسۆلیا و,ئەلیاسۆن	0	0	1
فرمێشکی	فرمێسکی	فرمێسکی,مێشکی	1	1	1
فەرانبەرەکانی	فەرمانبەرەکانی	فەرمانبەرەکانی,بەرانبەرەکانی,فەرمانبەردارەکانی,بەفرانبارەکانی,فەرماندەرەکانی,فەرمانبەرانی	1	1	1
فەڕەنساشی	فەرەنساشی	detected_correct	0	0	0
قوربانیەک	قوربانییەک	detected_correct	0	0	0
قوولترین	قووڵترین	قووڵترین,قونسوورین	1	1	1
کارگاکەی	کارگەکەی	detected_correct	0	0	0
کاندیدکانمان	کاندیدەکانمان	کانیدینارانمان,تریکاندنانمان,زریکاندنانمان,حیلکاندنانمان	0	0	0
کچەخوێندکارێک	کچە خوێندکارێک	نەخوێندەوارێک,خوێندەوارێک	0	0	0
کردنینان	کردنیان	کردنیمان,کردنیان,کردنیتان,کرۆنینان,کردنییان,کردنی نان,کرد نینان,نینۆککردنان,نیگاکردنان,هینکردنان,نانکردنان	0	1	1
کردووبەتی	کردوویەتی	کردوویەتی,کوردایەتی	1	1	1
کڕدەکەوێت	کڕ دەکەوێت	کڕ دەکەوێت,کەوێندرێێت	1	1	1
کلوپ	کلۆپ	کلود,کلوو	0	0	0
کوردەوایشدا	کوردەواریشدا	کوردەواریشدا,کوردەواریدا,کوردەمیریشدا,کوردایەتیشدا,وردەگیواویشدا	1	1	1
کۆمپانیکان	کۆمپانیاکان	کۆمپانیتان,کۆمپانیکار,کۆمپانیمان,کۆمپانییان,کۆمپانی کان,کۆمپانین,کۆمپانی,پۆمپینیاکان	0	0	0
کۆمنێتێکیدا	کۆمێنتێکیدا	کۆرنێتێکیدا,کۆمپتۆنێکیدا,تێکۆشینێکیدا,تێکۆشانێکیدا,داکتێکینێکیدا	0	0	0
کۆمەڵایەتیء	کۆمەڵایەتی	کۆمەڵایەتی,کۆمەڵایەتیت,کۆمەڵایەتین,کۆمەڵایەتیم,کۆمەڵایەتیک,کۆمەڵایەتیگ,کۆمەڵایەتیی,نۆکەرایەتی	1	1	1
کەدەربازکردنی	کە دەربازکردنی	بانگەوازکردنی	0	0	0
کەڕامەتی	کەرامەتی	کەڕایەتی,کەڕەتی	0	0	0
گیانفیداییەی	گیانفیدایییەی	گیانەرمۆکەی	0	0	0
لوتەوە	لووتەوە	detected_correct	0	0	0
لێهەستا	لێ هەستا	detected_correct	0	0	0
لێیدەپرسێتەوە	لێی دەپرسێتەوە	detected_correct	0	0	0
لیتریک	لیترێک	گیتریک	0	0	0
لەپشکنینەکە	لە پشکنینەکە	لە پشکنینەکە,هەڵزلەپینەکە	1	1	1
لەتەقەکەرەکان	لە تەقەکەرەکان	تەرزەکولەکەکان	0	0	0
لەخانەوادەیەکی	لە خانەوادەیەکی	نانەواخانەیەکی,لەراندنەوەیەکی,لاواندنەوەیەکی,نەخشاندنەوەیەکی	0	0	0
لەکۆمەڵگادا	لە کۆمەڵگادا	لە کۆمەڵگادا,کۆمەڵگادا,گەلەکۆمەدا,کۆمەڵگەدا	1	1	1
لەکۆمەڵگایەکی	لە کۆمەڵگایەکی	لە کۆمەڵگایەکی,کۆمەڵایەتییەکی	1	1	1
لەگۆڕستانەکان	لە گۆڕستانەکان	لە گۆڕستانەکان,لەخۆگۆڕانەکان,لەگۆکەوتنەکان	1	1	1
لەناچاریان	لە ناچاریان	لە ناچاریان,ناچارییان	1	1	1
لەیاریگاکان	لە یاریگاکان	بولگاریاکان	0	0	0
لەئیفادەکەیدا	لە ئیفادەکەیدا	ئیلخانیزادەکەیدا	0	0	0
لەئەڵمانیادا	لە ئەڵمانیادا	لە ئەڵمانیادا,ئەڵمانیادا	1	1	1
ملیاردلێرەکانی	ملیاردێرەکانی	کلایدێرمانەکانی	0	0	0
مناڵەیە	منداڵەیە	مناڵەڵە,مناڵەکە,مناڵەوە,مناڵە یە,مناڵە	0	0	0
منداڵیکە	منداڵێکە	منداڵیەک,منداڵیلە,منداڵیک,منداڵیکەر,منداڵیلکە,منداڵیۆکە,منداڵیڵە,منداڵیچە,منداڵینە,منداڵۆکە,منداڵەکە,منداڵیک ە,منداڵی کە,منداڵ یکە,منداڵی	0	0	0
مواچەکەیان	مووچەکەیان	واچەکەیان,ماچەکەیان,موانەکەیان,مووچەکەیان,موا چەکەیان,کەمانچەکەیان,خوانچەکەیان,ملوانکەکەیان,میوانگەکەیان	0	0	1
ناتوان	ناتوانن	detected_correct	0	0	0
ناوتانێت	ناتوانێت	ناتوانێت,ناوتانیت,نێتانیاهوت	1	1	1
ناوچەییەکاندا	ناوچەیییەکاندا	ناوچەیەکیاندا,کانوونییەکەمدا	0	0	0
نەشارنەوەو	نەشارنەوە و	نەشارنەوە,نەشارنەوە و,شاردنەوە,لێوەشانەوە,درەوشانەوە	0	1	1
نەگەیەنرێنە	نەگەیێنرێنە	نەگەنێنرێ,نەگەنێنرانە,نەگەشێنرێ,نەگەڕێنرێ	0	0	0
نەهاتەوەو	نەهاتەوە و	هاتنەوە	0	0	0
نەیانتوانیبو	نەیانتوانیبوو	نەیانتوانی بو,گورجیبەیانی	0	0	0
هاوسەرۆکایەنی	هاوسەرۆکایەتی	سەرۆکایەتیی	0	0	0
هاونیشتامانییەکانی	هاونیشتمانییەکانی	نیشتمانپەروەرییەکانی	0	0	0
هۆرمانانەی	هۆرمۆنانەی	دەرمانخانەی	0	0	0
هێزدەبن	هێز دەبن	هێز دەبن,بێئەدەبن	1	1	1
هەتنە	هاتنە	هەنە,هەتە,هەستنە,هەتانە,هەنەت,ڕەتنە,هەژنە,هەتکە,هاتنە,هیتنە,نەزهەت	0	0	1
هەرباس	هەر باس	هەراس,هەر باس	0	1	0
هەلبگێڕنەوە	هەڵبگێڕنەوە	هەڵبگێڕنەوە,هەل بگێڕنەوە,هەڵگێڕانەوەوە	1	1	1
هەمووحاڵەتەکاندا	هەموو حاڵەتەکاندا	چاوهەڵتەکاندندا	0	0	0
ودانیشتووی	و دانیشتووی	دانیشتووی,و دانیشتووی,دانیشتوو,وتوودانی	0	1	1
ووڵاتەی	وڵاتەی	واتەی	0	0	0
وئەندامی	و ئەندامی	ئەندامی,و ئەندامی,ئەندام	0	1	1
یاریزانیێکی	یاریزانێکی	یاریدانێکی	0	0	0
ئاسانتتر	ئاسانتر	ئاسانترت,ئاسانتر,ئاسمانیتر	0	1	1
ئاڵۆزیلە	ئاڵۆزی لە	detected_correct	0	0	0
ئامادەکارێکی	ئامادەکەرێکی	ئامادە کارێکی,ئامادەکردنێکی,ئاردەمشارێکی,ئامارگیرێکی	0	0	0
ئانتۆنۆڤی	ئەنتۆنۆڤی	ئانتۆنیی,ئانتۆنی	0	0	0
پێدانی	پێدانی	detected_correct	1	1	1
ڕاگەیاند	ڕاگەیاند	detected_correct	1	1	1
هەڵەبجە	هەڵەبجە	detected_correct	1	1	1
کوردستاندا	کوردستاندا	detected_correct	1	1	1
کەسانە	کەسانە	کوسانە,کەسکانە,کەتانە,شەسانە,کەشانە,کەساسە,کەرانە,کەڕانە,کەژانە,کەڵانە,کەفانە,غەسانە,هەسانە,خەسانە,حەسانە	0	0	0
ئاماژەیە	ئاماژەیە	ئاماسایە	0	0	0
سبەی	سبەی	سنەی,بەی,ببەی,تبەی,سبتی,سبسی,سجەی,مبەی,یبەی	0	0	0
جۆرێک	جۆرێک	detected_correct	1	1	1
تۆ	تۆ	تۆپ,تشۆ,تڕۆ,تۆڕ,تخۆ,تۆخ,تجۆ,تچۆ,تۆم,تۆز,تۆی,بۆ,تب,پۆ,شۆ	0	0	0
هەوڵ	هەوڵ	detected_correct	1	1	1
چەکداری	چەکداری	چەک داری,ئەمەکداری	0	0	0
ئێستای	ئێستای	ئێستا,ئێستری,ئێستان,وێستای,ئێستا ی,ئێس تای,ئینیێستای	0	0	0
شنگال	شنگال	detected_correct	1	1	1
ئەمشەو	ئەمشەو	detected_correct	1	1	1
بی	بی	detected_correct	1	1	1
تورک	تورک	detected_correct	1	1	1
گەشتی	گەشتی	detected_correct	1	1	1
تاقیکردنەوە	تاقیکردنەوە	detected_correct	1	1	1
لەبارەوە	لەبارەوە	detected_correct	1	1	1
توانی	توانی	detected_correct	1	1	1
وێنەکە	وێنەکە	detected_correct	1	1	1
ژنی	ژنی	detected_correct	1	1	1
ناوداری	ناوداری	detected_correct	1	1	1
دێتە	دێتە	دەتێ,تێدە,دێرە,سێتە,دێت,دێنتە,دەێت,دێپە,شێتە,دێڕە,دێڵە,دێقە,دێچە,دێلە,دێنە	0	0	0
کارەکەی	کارەکەی	detected_correct	1	1	1
لیژنەکانی	لیژنەکانی	لینەکانی,لیتنەکانی,لیۆنەکانی,لی ژنەکانی,میلیکانەکانی,پلەکانەکانی	0	0	0
ساڵدا	ساڵدا	detected_correct	1	1	1
نەکرد	نەکرد	نەدرک,دەکرن,مەکرد,نەرد,نەکر,نەتکرد,نەمکرد,نەیکرد,نەردک,نەکرن,نەمرد,نەکرم,دەکرد,نەکرا,نەکرێ	0	0	0
زانیارییەک	زانیارییەک	detected_correct	1	1	1
سەلامەتی	سەلامەتی	سەلامەیت,سەلامەی,سەلامەت,سەلامەشی,سەلامەچی,سەلامەت ی,سەلامە,مەلایەتی,سەلامی	0	0	0
نێودەوڵەتییەکان	نێودەوڵەتییەکان	detected_correct	1	1	1
کۆن	کۆن	detected_correct	1	1	1
دەبەن	دەبەن	detected_correct	1	1	1
سەروەری	سەروەری	detected_correct	1	1	1
هەفتەیەکدا	هەفتەیەکدا	هەفتەکەیدا,هەفتەیەکتدا,هەفتەیەکمدا,هەفتەیەکیدا,هەفتەیەک دا,هەفتەییدا	0	0	0
سەرۆککۆماری	سەرۆککۆماری	سەرۆک کۆماری,سەرۆکایەتیی	0	0	0
بەڵێن	بەڵێن	detected_correct	1	1	1
کۆچبەرانی	کۆچبەرانی	کۆچەرانی,کۆچ بەرانی,بەرانبەرانی,کۆچیرانی	0	0	0
شەپۆلە	شەپۆلە	detected_correct	1	1	1
هاوپەیمانێتی	هاوپەیمانێتی	هاوپەیمانێکی,هاوپەیمانی,هاوپەیمان	0	0	0
کەوتنە	کەوتنە	detected_correct	1	1	1
ئێرانیش	ئێرانیش	detected_correct	1	1	1
جێگیریی	جێگیریی	جێگیریت,جێگیری,جێگیریشی,جێگیرچی,جێگیرین,جێگیریم,جێگیری ی,جێگیر یی,جێگیر,جێریی	0	0	0
کاندیدەکانی	کاندیدەکانی	کان دیدەکانی,کانیدینارەکانی,کانیبەردەکانی,تەکاندانەکانی,ڤیکاندەرەکانی	0	0	0
گرفتێک	گرفتێک	detected_correct	1	1	1
پشدەر	پشدەر	پشتدەر,پشکدەر,پۆشدەر,پشەدەر,پوشدەر,پشیدەر,پشتەر,پسدەر,پردەر,پڕدەر,پژدەر,فشدەر,پفدەر,پخدەر,پلدەر	0	0	0
عومرە	عومرە	عومەر,عەمرو,عومەرە,عامرە	0	0	0
زۆرەی	زۆرەی	زۆری,زۆرە,زۆرەر,زۆرەڵ,قۆرەی,هۆرەی,زۆرچی,لۆرەی,نۆرەی,مۆرەی,زۆرەک,دۆرەی,زارەی,زیرەی,زۆرە ی	0	0	0
فەلاح	فەلاح	detected_correct	1	1	1
موەلیدەکان	موەلیدەکان	وەلیدەکان,موفیدەکان,دەموکانەکان	0	0	0
عامری	عامری	detected_correct	1	1	1
پێشێلکردنی	پێشێلکردنی	پێشێل کردنی,پێشنیارکردنی,پێشکەشکردنی,پەلکێشکردنی,پێشنیازکردنی	0	0	0
ئامانجە	ئامانجە	detected_correct	1	1	1
گوندە	گوندە	detected_correct	1	1	1
داراییش	داراییش	دارایی,داراییشت,دارانییش,داراییشم,داراییشی,داراییت,دارانیش,دارایین,داراییم,داراییک,داراییگ,داراییی,دارایی ش,دارای یش	0	0	0
ڕووداوەوە	ڕووداوەوە	detected_correct	1	1	1
چارەسەرە	چارەسەرە	detected_correct	1	1	1
نمرە	نمرە	نمەر,نەرم,بمرە,ممرە,مرە,نمە,نامرە,نەمرە,نەمر,مرنە,تمرە,نمچە,نملە,نۆرە,نێرە	0	0	0
ڕێککەوتنەی	ڕێککەوتنەی	ڕێککەوتنی,ڕێککەوتنە,ڕێککەوتنەر,ڕێککەوتنەڵ,ڕێککەوتنچی,ڕێککەوتنەک,ڕێککەوتنە ی,ڕێککەوتن,ڕێکەوتنی,وێککەوتنی,ڕێکەوتن	0	0	0
دانیمارکی	دانیمارکی	دانمارکی,دانی مارکی,دانمارک,داکرمانی	0	0	0
کەناڵ	کەناڵ	کەڵان,کانەڵ,کەماڵ,کەنداڵ,کەنار,کەژاڵ,نەناڵ,مەناڵ,دەناڵ,کە ناڵ,ناڵەناڵ	0	0	0
پاشەکەوتکراوەکان	پاشەکەوتکراوەکان	پاداشتدانەوەکان	0	0	0
دەرەنجامی	دەرەنجامی	سەرەنجامی,دەرڕەنجاندمی	0	0	0
لەڤ	لەڤ	لوڤ,لە,لەپ,لەت,لەر,لەڕ,لەق,لەل,لەز,لەی	0	0	0
بەهاری	بەهاری	detected_correct	1	1	1
ڕاوێژکار	ڕاوێژکار	detected_correct	1	1	1
ڕێککەوتننامەی	ڕێککەوتننامەی	ڕێککەوتن نامەی,نزدیککەوتنەوەی	0	0	0
ئەنجامدراون	ئەنجامدراون	ئەنجام دراون,ئەڕەنجێندراون,ئەنجامدان	0	0	0
مەکتەب	مەکتەب	مەبەست	0	0	0
نەریمان	نەریمان	detected_correct	1	1	1
دیاردەیەکی	دیاردەیەکی	detected_correct	1	1	1
ئاژانس	ئاژانس	ئاژانا,ئاژان,ئاژانست,ئاژانت,ئاژانن,ئاژانم,ئاژانک,ئاژانگ,ئاژانێ,ئاژانە,ئاژانی,ئاناناس	0	0	0
سرووشتی	سرووشتی	سوروشتی,سروشتی,سروشت	0	0	0
شەرم	شەرم	detected_correct	1	1	1
فەرامۆش	فەرامۆش	detected_correct	1	1	1
گشتگیر	گشتگیر	گشتیگر,شتگیر,گۆشتگیر,گەشتگیر,گشتیگیر,پشتگیر,خشتگیر,مشتگیر,کشتگیر,گۆتگیر,گشت گیر,گ شتگیر,کشتگەگیر	0	0	0
نەناردنی	نەناردنی	مەناردنی,نەتناردنی,نەمناردنی,نەیناردنی,هەناردنی,دەناردنی,نە ناردنی,ناردنی,ناردنەوەی,هەناردانی	0	0	0
سەختیی	سەختیی	detected_correct	1	1	1
خەیار	خەیار	detected_correct	1	1	1
جەزا	جەزا	detected_correct	1	1	1
ڕۆژوو	ڕۆژوو	detected_correct	1	1	1
مایک	مایک	detected_correct	1	1	1
بەکاریان	بەکاریان	detected_correct	1	1	1
خزمەتکردن	خزمەتکردن	detected_correct	1	1	1
نیەتی	نیەتی	بنیەتی,شنیەتی,ژنیەتی,نمیەتی,نۆیەتی,نێیەتی,ونیەتی,نییەتی,نیشتی,ییەتی,چۆنیەتی,نیوەیەتی	0	0	0
چالاکوانە	چالاکوانە	detected_correct	1	1	1
کارگەکان	کارگەکان	detected_correct	1	1	1
گۆڕین	گۆڕین	detected_correct	1	1	1
پارێزگاکەدا	پارێزگاکەدا	پارێزگاکەتدا,پارێزگاکەشدا,پارێزگاکەمدا,پارێزگاکەیدا,پارێزگاکە دا,پارێزگاردا,پارێزگەدا,پارێزگادا,پارێزگارا	0	0	0
ڕەنج	ڕەنج	detected_correct	1	1	1
کچانە	کچانە	detected_correct	1	1	1
بێبەرامبەر	بێبەرامبەر	بێ بەرامبەر,بەرامبەرەر,بەرامبەر,بەرابەرەر	0	0	0
شۆفێرەکەی	شۆفێرەکەی	شۆ فێرەکەی,شۆندۆرفێرەکەی	0	0	0
تیشک	تیشک	detected_correct	1	1	1
سەرپێچیکار	سەرپێچیکار	detected_correct	1	1	1
کارتەر	کارتەر	detected_correct	1	1	1
هەڵدەوەشێنێتەوە	هەڵدەوەشێنێتەوە	detected_correct	1	1	1
پەلامارەکانی	پەلامارەکانی	detected_correct	1	1	1
دامەزراندووە	دامەزراندووە	detected_correct	1	1	1
شارەکاندا	شارەکاندا	شارەکانتدا,شارەکانمدا,شارەکانیدا,شارەواندا,شارەکان دا,شارە کاندا,ترەکاندندا,شەکاندندا,شەکاندا,دارەناندا	0	0	0
کۆبوونەوەکەوە	کۆبوونەوەکەوە	detected_correct	1	1	1
خانووبەرەی	خانووبەرەی	خانوووبەرەی,خانوووبەرە	0	0	0
ڕێچکەی	ڕێچکەی	detected_correct	1	1	1
مۆبایلەکە	مۆبایلەکە	میکایلەکە	0	0	0
ئیسلامییە	ئیسلامییە	ئیسلامیی,ئیسلامییلە,ئیسلامییەک,ئیسلامییت,ئیسلامیڵە,ئیسلامیچە,ئیسلامیلە,ئیسلامینە,ئیسلامیین,ئیسلامییم,ئیسلامیی ە,ئیسلامی یە,ئیسلامی,ئیسلامە,ئیسلام	0	0	0
قوبادی	قوبادی	detected_correct	1	1	1
پارێزەرە	پارێزەرە	پارێزەوە,پارێزگارە,پارێزە	0	0	0
داگیرکاری	داگیرکاری	داگیرکەری,داگیر کاری,داگیرکەر,گیروداری	0	0	0
پەراوێزخستنی	پەراوێزخستنی	پەراوێز خستنی,پشتگوێخستنی	0	0	0
لایەنەکەی	لایەنەکەی	detected_correct	1	1	1
ئەنجوومەن	ئەنجوومەن	ئەنجومەن,پەنجووڵەن	0	0	0
گیراوەتە	گیراوەتە	گیراتەوە,گیراوەڵە,گیراوەکە,گیراوەوە,گیراوە	0	0	0
نەچێتە	نەچێتە	نەچێت,نەچێڵە,نەچێچە,نەچێلە,نەچێنە,نەچێت ە,نەچێ	0	0	0
بەشدارینەکردنی	بەشدارینەکردنی	بەشدارینە کردنی,بەشداریکردنی,بەشداریکردن	0	0	0
کولتووری	کولتووری	کەلتووری,کولووری,کولووریت,کول تووری,لاکووتووری,کورووری	0	0	0
وەربگیرێن	وەربگیرێن	وەربگیرین,وەربگیرن,وەربگیرێ,وەربگیرسێن,وەربگیرێت,وەربگیرسن,وەربگیزێن,وەربگیر ێن,وەرب گیرێن,وەربوەرێن,وەرگیرسێنرێن,وەرگیرسێنرێ,وەرگیرسێن	0	0	0
جەلالی	جەلالی	detected_correct	1	1	1
سنوورێک	سنوورێک	نوورێک,سوورێک,سوورێنک,چنوورێک,سوورێنێک,نووسەرێک	0	0	0
شایستەن	شایستەن	detected_correct	1	1	1
شەهیدانیش	شەهیدانیش	شەهینانیش,شاهیدانیش,هیدایەتانیش,شەدانکانیش	0	0	0
چوومە	چوومە	detected_correct	1	1	1
دیلۆن	دیلۆن	دیۆلن,دیۆن,دیلن,دیلۆکن,دیڤۆن,دیلۆڵ,دینۆن,دیلنن,کیلۆن,دیلۆک,دیلان,دیلێن,دیلین,دی لۆن	0	0	0
دەژیم	دەژیم	دژیم,دەیم,دەمژیم,دەمژی,دەیمژ,تەژیم,دەسیم,دەریم,دەڕیم,دەڵیم,دەقیم,دەفیم,دەنیم,دەمیم,کەژیم	0	0	0
دەمیر	دەمیر	detected_correct	1	1	1
سەرپێچییە	سەرپێچییە	سەرپێچیی,سەرپێچییلە,سەرپێچییەک,سەرپێچییت,سەرپێچیڵە,سەرپێچیچە,سەرپێچیلە,سەرپێچیین,سەرپێچییم,سەرپاچییە,سەرپێچایە,سەرپێچیی ە,سەرپێچی یە,سەرپێچی	0	0	0
نمرەکانی	نمرەکانی	مرەکانی,نمەکانی,نەمرەکانی,نێرەکانی,مرکانەکانی,نیمەکارەکانی,مەکانەکانی,نیمەکارانی	0	0	0
ئاسنی	ئاسنی	detected_correct	1	1	1
فانەکانی	فانەکانی	فامەکانی,فسنەکانی,دانەکانی,گانەکانی,فاتنەکانی,فڕانەکانی,فڵانەکانی,بانەکانی,پانەکانی,تانەکانی,شانەکانی,سانەکانی,رانەکانی,ڕانەکانی,فڕنەکانی	0	0	0
دینارتە	دینارتە	دینارە,دینارت,دینارچە,دینارلە,دینارت ە,دینار	0	0	0
بانگەشەکردن	بانگەشەکردن	بان گەشەکردن,بانگەوازکردن,گەشەکردنن,گەشەکردن	0	0	0
بوومەلەرزەیەکی	بوومەلەرزەیەکی	detected_correct	1	1	1
بەلامانەوە	بەلامانەوە	بەڵامانەوە,بەلالمانەوە,عەلامانەوە,بەهامانەوە,حەلامانەوە,بەلالانەوە,بەنامانەوە,مەلامانەوە,کەلامانەوە,زەلامانەوە,بێلامانەوە,بەلەمانەوە,بە لامانەوە,لانەوازمانەوە,جامانەمانەوە	0	0	0
پێستە	پێستە	detected_correct	1	1	1
پەنابەرێتی	پەنابەرێتی	پەنابەرێکی,پەنابەری	0	0	0
گەشتکردنی	گەشتکردنی	گەشەکردنی,گەشت کردنی,پشتکردنی	0	0	0
ناڕازییەکان	ناڕازییەکان	detected_correct	1	1	1
سام	سام	detected_correct	1	1	1
سەرسوڕمانە	سەرسوڕمانە	سەرسو ڕمانە,سووڕمانانە,سووڕمانە,سەرسونجانە,سەرسووڵانە	0	0	0
بەخشرا	بەخشرا	بەرخشا,بەخێرا,بەخشێنرا	0	0	0
خۆپیشاندانەکاندا	خۆپیشاندانەکاندا	نەکردەپەشیماندا	0	0	0
زارە	زارە	detected_correct	1	1	1
عەبدولوەهاب	عەبدولوەهاب	detected_correct	1	1	1
میلیشیا	میلیشیا	میلیشی,میلیشیڕا,میلیشیان,میلیشیدا,میلیشڕا,میلیشدا,میلی شیا,میشیلا,میشیل	0	0	0
ئۆزجان	ئۆزجان	detected_correct	1	1	1
بنکانە	بنکانە	بنانە,بنکڕانە,بنۆکانە,بنەکان,بسکانە,برکانە,ڕنکانە,بڕکانە,خنکانە,بنجانە,باکانە,بێکانە,بنکێنە,بن کانە,بنکەڤیکانە	0	0	0
پارەکەشی	پارەکەشی	پارەکەیش,پارەکەشت,پارەکەی,پارەکەش,پارتەکەشی,پارچەکەشی,پلارەکەشی,پنارەکەشی,پارکەکەشی,پارزەکەشی,بارەکەشی,پاپەکەشی,تارەکەشی,شارەکەشی,سارەکەشی	0	0	0
تێگەیشتوون	تێگەیشتوون	detected_correct	1	1	1
ڕادەگەیێنین	ڕادەگەیێنین	ڕادەگەیێین,ڕادەگەشێنین,ڕادەگەڕێنین,ڕادەگەنێنین,ڕادەگەیێن ین,ڕادەگەیێ نین,ڕادەگەیێدرێین,ڕادەگەیێدراین,ڕادەگەیێدرێن,ڕادەگەیێدران	0	0	0
نیهاد	نیهاد	detected_correct	1	1	1
هاوسەرگیریمان	هاوسەرگیریمان	سەیرانگەریمان	0	0	0
هەناردەکراو	هەناردەکراو	هەناردنەوە	0	0	0
وزەدا	وزەدا	detected_correct	1	1	1
بیسەلمێنن	بیسەلمێنن	بیچەمێنن	0	0	0
دۆخ	دۆخ	detected_correct	1	1	1
عیرفانی	عیرفانی	detected_correct	1	1	1
قارەمانی	قارەمانی	detected_correct	1	1	1
ململانێکانی	ململانێکانی	ململانێیانی,ململانێ کانی,ململانێی,ململانێ	0	0	0
یەکمان	یەکمان	مەکیان,کەیمان,یەکنان,یەکسمان,یەکنمان,یەکەمان,ییەکمان,پەکمان,یەکتان,شەکمان,یەشمان,یەکسان,هەکمان,یەخمان,جەکمان	0	0	0
ترسناکە	ترسناکە	detected_correct	1	1	1
دەوڵەتەوە	دەوڵەتەوە	detected_correct	1	1	1
ڕوفاتی	ڕوفاتی	ڕو فاتی,وەفاتی	0	0	0
ڕەوان	ڕەوان	detected_correct	1	1	1
سەرقاڵە	سەرقاڵە	detected_correct	1	1	1
کاغەزی	کاغەزی	detected_correct	1	1	1
ماندووبوون	ماندووبوون	detected_correct	1	1	1
میدیادا	میدیادا	detected_correct	1	1	1
بندیان	بندیان	بنیان,بڵندیان,بەندیان,بردیان,بنجیان,بنایان,بەدیان,بنەیان,بنییان,بن دیان,بژیاندیان,بندۆکیان,بڵندییان,ژیاندیان	0	0	0
بەڵای	بەڵای	detected_correct	1	1	1
پارێزەرەکانی	پارێزەرەکانی	پارێزگارەکانی,پارێزرانەکانی,پارێزدرانەکانی,ئاگرپارێزەکانی	0	0	0
پێشیان	پێشیان	detected_correct	1	1	1
پەری	پەری	detected_correct	1	1	1
زیانێکیان	زیانێکیان	detected_correct	1	1	1
نەگرن	نەگرن	detected_correct	1	1	1
هاوشێوەکانیان	هاوشێوەکانیان	detected_correct	1	1	1
بەرنامەیەوە	بەرنامەیەوە	بەرنەمایەوە,بەرنامەتەوە,بەرنامریەوە,بەرنامەشیەوە,بەرنامەییەوە,بەرنابەیەوە,بەرنامەشەوە,بەرنامژیەوە,بەرناخەیەوە,بەرنامەمەوە,بەرنامەکەوە,بەرناگەیەوە,بەرنادەیەوە,بەرنامێیەوە,بەرنامییەوە	0	0	0
تێوە	تێوە	detected_correct	1	1	1
دووکەسە	دووکەسە	دووکەڵە,دووکەکە,دووکەوە,دووکە سە,دووکە	0	0	0
ڤێرژنی	ڤێرژنی	ڤێرنی,ڤێرانی,ڤێر ژنی,نێرەژنی	0	0	0
کامێراکە	کامێراکە	کاماراکە,کارامەکە	0	0	0
گەڕاون	گەڕاون	detected_correct	1	1	1
نەخۆشییەکان	نەخۆشییەکان	detected_correct	1	1	1
ئینگلیزیدا	ئینگلیزیدا	ئینگلیسیدا,ئینگلیسدا,زیزینگیدا,زیزینگدا	0	0	0
دەستێک	دەستێک	detected_correct	1	1	1
مەکین	مەکین	detected_correct	1	1	1
ئیمتیازات	ئیمتیازات	ئیمتیازار,ئیمتیازست,ئیمتیازت,ئیمتیازا,ئیمتیازانت,ئیمتیازان,ئیمتیازیت,ئیمتیاز	0	0	0
بەلەم	بەلەم	detected_correct	1	1	1
پاڵەپەستۆیەکی	پاڵەپەستۆیەکی	پاڵەپەستۆیەتی,پاڵەپەستۆی,پاڵەپەستۆ	0	0	0
تۆمەتباریش	تۆمەتباریش	خەفەتباری	0	0	0
تیژڕەویی	تیژڕەویی	تیژ ڕەویی,ڕەویی	0	0	0
خۆپیشاندانەکەدا	خۆپیشاندانەکەدا	پلیشاندنەوەدا	0	0	0
دەتپارێزێت	دەتپارێزێت	detected_correct	1	1	1
سەتڵ	سەتڵ	detected_correct	1	1	1
شوێنەوارێکی	شوێنەوارێکی	detected_correct	1	1	1
گواستنەوەیە	گواستنەوەیە	گواستنەوەی,گواستنەوەیلە,گواستنەوەیەک,گواستنەوەیت,گواستنەوەڵە,گواستنەوەچە,گواستنەوەلە,گواستنەوەین,گواستنەوەیم,گواستنەوەکە,گواستنەوەوە,گواستنەوەی ە,گواستنەوە یە,گواستنەوە,گوواستنەوە	0	0	0
لێپرسراوێتی	لێپرسراوێتی	لێپرسینەوەی	0	0	0
هاوبەشەکانمان	هاوبەشەکانمان	detected_correct	1	1	1
ئۆرلاندۆ	ئۆرلاندۆ	ئۆلاند	0	0	0
پیاوەکەیان	پیاوەکەیان	detected_correct	1	1	1
تەندروستیت	تەندروستیت	detected_correct	1	1	1
دڵخۆشکردنی	دڵخۆشکردنی	دڵخۆش کردنی,دڵ خۆشکردنی,خۆشکردنی,نۆشکردنی,خۆشکردن	0	0	0
ڕاستەوخۆیە	ڕاستەوخۆیە	ڕاستەوخۆ یە,ڕاستەوخۆ	0	0	0
سەنگەردا	سەنگەردا	detected_correct	1	1	1
نۆتێلا	نۆتێلا	نۆبێلا,نۆڤێلا,دۆتێلا	0	0	0
